18.53461,73.83614
18.53474,73.83596
18.53494,73.83612
18.53505,73.83592
18.53531,73.83525
18.53532,73.83520
18.53533,73.83517
18.53534,73.83514
18.53534,73.83509
18.53534,73.83501
18.53532,73.83371
18.53555,73.83374
18.53584,73.83378
18.53591,73.83379
18.53634,73.83390
18.53647,73.83395
18.53651,73.83397
18.53656,73.83399
18.53660,73.83401
18.53674,73.83406
